filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,0,"{""name"":""circle"",""cx"":255,""cy"":68,""r"":33}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,1,"{""name"":""circle"",""cx"":10,""cy"":95,""r"":34}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,2,"{""name"":""circle"",""cx"":98,""cy"":562,""r"":49}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,3,"{""name"":""circle"",""cx"":41,""cy"":635,""r"":47}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,4,"{""name"":""circle"",""cx"":715,""cy"":31,""r"":52}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,5,"{""name"":""circle"",""cx"":1165,""cy"":105,""r"":47}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,6,"{""name"":""circle"",""cx"":1000,""cy"":205,""r"":38}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,7,"{""name"":""circle"",""cx"":949,""cy"":178,""r"":62}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,8,"{""name"":""circle"",""cx"":909,""cy"":598,""r"":61}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,9,"{""name"":""circle"",""cx"":667,""cy"":699,""r"":55}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,10,"{""name"":""circle"",""cx"":678,""cy"":668,""r"":56.017}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,11,"{""name"":""circle"",""cx"":751,""cy"":819,""r"":48}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,12,"{""name"":""circle"",""cx"":1073,""cy"":851,""r"":46.198}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,13,"{""name"":""circle"",""cx"":513,""cy"":1369,""r"":54}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,14,"{""name"":""circle"",""cx"":160,""cy"":1428,""r"":51}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,15,"{""name"":""circle"",""cx"":12,""cy"":1389,""r"":46}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,16,"{""name"":""circle"",""cx"":905,""cy"":1323,""r"":64}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,17,"{""name"":""circle"",""cx"":1258,""cy"":1439,""r"":57}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,18,"{""name"":""circle"",""cx"":1147,""cy"":1528,""r"":47}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,19,"{""name"":""circle"",""cx"":1009,""cy"":1462,""r"":47}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,20,"{""name"":""circle"",""cx"":197,""cy"":1851,""r"":53}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,21,"{""name"":""circle"",""cx"":1031,""cy"":1688,""r"":51}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,22,"{""name"":""circle"",""cx"":895,""cy"":1644,""r"":48}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,23,"{""name"":""circle"",""cx"":1236,""cy"":1628,""r"":52}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,24,"{""name"":""circle"",""cx"":1014,""cy"":1973,""r"":53}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,25,"{""name"":""circle"",""cx"":895,""cy"":1770,""r"":51}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,26,"{""name"":""circle"",""cx"":965,""cy"":1781,""r"":56}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,27,"{""name"":""circle"",""cx"":885,""cy"":1849,""r"":55}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,28,"{""name"":""circle"",""cx"":788,""cy"":2002,""r"":50}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,29,"{""name"":""circle"",""cx"":832,""cy"":1943,""r"":44}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,30,"{""name"":""circle"",""cx"":1459,""cy"":328,""r"":55}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,31,"{""name"":""circle"",""cx"":1736,""cy"":231,""r"":47}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,32,"{""name"":""circle"",""cx"":1686,""cy"":178,""r"":45}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,33,"{""name"":""circle"",""cx"":2404,""cy"":164,""r"":36}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,34,"{""name"":""circle"",""cx"":3363,""cy"":392,""r"":47}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,35,"{""name"":""circle"",""cx"":3473,""cy"":477,""r"":63}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,36,"{""name"":""circle"",""cx"":3372,""cy"":531,""r"":53}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,37,"{""name"":""circle"",""cx"":2808,""cy"":676,""r"":50}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,38,"{""name"":""circle"",""cx"":2683,""cy"":676,""r"":52}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,39,"{""name"":""circle"",""cx"":3487,""cy"":716,""r"":55}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,40,"{""name"":""circle"",""cx"":3023,""cy"":800,""r"":54}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,41,"{""name"":""circle"",""cx"":3286,""cy"":836,""r"":51}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,42,"{""name"":""circle"",""cx"":3528,""cy"":974,""r"":55}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,43,"{""name"":""circle"",""cx"":3103,""cy"":938,""r"":52}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,44,"{""name"":""circle"",""cx"":3129,""cy"":1014,""r"":53}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,45,"{""name"":""circle"",""cx"":3238,""cy"":1091,""r"":54}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,46,"{""name"":""circle"",""cx"":3327,""cy"":1370,""r"":58.505}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,47,"{""name"":""circle"",""cx"":3098,""cy"":1352,""r"":58}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,48,"{""name"":""circle"",""cx"":3030,""cy"":1296,""r"":44}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,49,"{""name"":""circle"",""cx"":2952,""cy"":1077,""r"":52}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,50,"{""name"":""circle"",""cx"":2884,""cy"":1044,""r"":43}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,51,"{""name"":""circle"",""cx"":2504,""cy"":1551,""r"":39}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,52,"{""name"":""circle"",""cx"":2473,""cy"":1517,""r"":44}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,53,"{""name"":""circle"",""cx"":2553,""cy"":1618,""r"":35}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,54,"{""name"":""circle"",""cx"":2760,""cy"":1780,""r"":45}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,55,"{""name"":""circle"",""cx"":3156,""cy"":1772,""r"":58}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,56,"{""name"":""circle"",""cx"":3381,""cy"":1889,""r"":57}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,57,"{""name"":""circle"",""cx"":3392,""cy"":1721,""r"":61}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,58,"{""name"":""circle"",""cx"":2757,""cy"":1949,""r"":43}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,59,"{""name"":""circle"",""cx"":2614,""cy"":2010,""r"":42}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,60,"{""name"":""circle"",""cx"":2457,""cy"":2136,""r"":43}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,61,"{""name"":""circle"",""cx"":2140,""cy"":1742,""r"":44}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,62,"{""name"":""circle"",""cx"":2083,""cy"":1722,""r"":42}","{}"
20220712_1202_0700F136_PIC_86_CAM_2.xml.pi.jpg,1453989,"{}",79,63,"{""name"":""circle"",""cx"":2022,""cy"":1729,""r"":44}","{}"
