filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
P1010005.JPG,3089940,"{}",343,0,"{""name"":""circle"",""cx"":2936,""cy"":50,""r"":40}","{}"
P1010005.JPG,3089940,"{}",343,1,"{""name"":""circle"",""cx"":2925,""cy"":100,""r"":50}","{}"
P1010005.JPG,3089940,"{}",343,2,"{""name"":""circle"",""cx"":3094,""cy"":30,""r"":38}","{}"
P1010005.JPG,3089940,"{}",343,3,"{""name"":""circle"",""cx"":3228,""cy"":162,""r"":49}","{}"
P1010005.JPG,3089940,"{}",343,4,"{""name"":""circle"",""cx"":3175,""cy"":183,""r"":49}","{}"
P1010005.JPG,3089940,"{}",343,5,"{""name"":""circle"",""cx"":3188,""cy"":236,""r"":47.069}","{}"
P1010005.JPG,3089940,"{}",343,6,"{""name"":""circle"",""cx"":2825,""cy"":258,""r"":48}","{}"
P1010005.JPG,3089940,"{}",343,7,"{""name"":""circle"",""cx"":2753,""cy"":286,""r"":53}","{}"
P1010005.JPG,3089940,"{}",343,8,"{""name"":""circle"",""cx"":2852,""cy"":364,""r"":45}","{}"
P1010005.JPG,3089940,"{}",343,9,"{""name"":""circle"",""cx"":3059,""cy"":391,""r"":42}","{}"
P1010005.JPG,3089940,"{}",343,10,"{""name"":""circle"",""cx"":2917,""cy"":489,""r"":48}","{}"
P1010005.JPG,3089940,"{}",343,11,"{""name"":""circle"",""cx"":2889,""cy"":518,""r"":47}","{}"
P1010005.JPG,3089940,"{}",343,12,"{""name"":""circle"",""cx"":2841,""cy"":563,""r"":42}","{}"
P1010005.JPG,3089940,"{}",343,13,"{""name"":""circle"",""cx"":2965,""cy"":550,""r"":23}","{}"
P1010005.JPG,3089940,"{}",343,14,"{""name"":""circle"",""cx"":2959,""cy"":598,""r"":21}","{}"
P1010005.JPG,3089940,"{}",343,15,"{""name"":""circle"",""cx"":2994,""cy"":612,""r"":21}","{}"
P1010005.JPG,3089940,"{}",343,16,"{""name"":""circle"",""cx"":3106,""cy"":616,""r"":39}","{}"
P1010005.JPG,3089940,"{}",343,17,"{""name"":""circle"",""cx"":3220,""cy"":601,""r"":37}","{}"
P1010005.JPG,3089940,"{}",343,18,"{""name"":""circle"",""cx"":2880,""cy"":628,""r"":42}","{}"
P1010005.JPG,3089940,"{}",343,19,"{""name"":""circle"",""cx"":2812,""cy"":639,""r"":45}","{}"
