filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
20230802_143626.jpg,10004772,"{}",57,0,"{""name"":""circle"",""cx"":460,""cy"":1115,""r"":42}","{}"
20230802_143626.jpg,10004772,"{}",57,1,"{""name"":""circle"",""cx"":758,""cy"":1294,""r"":44}","{}"
20230802_143626.jpg,10004772,"{}",57,2,"{""name"":""circle"",""cx"":674,""cy"":1424,""r"":35}","{}"
20230802_143626.jpg,10004772,"{}",57,3,"{""name"":""circle"",""cx"":824,""cy"":1498,""r"":37}","{}"
20230802_143626.jpg,10004772,"{}",57,4,"{""name"":""circle"",""cx"":724,""cy"":1555,""r"":39}","{}"
20230802_143626.jpg,10004772,"{}",57,5,"{""name"":""circle"",""cx"":425,""cy"":1419,""r"":42}","{}"
20230802_143626.jpg,10004772,"{}",57,6,"{""name"":""circle"",""cx"":379,""cy"":1313,""r"":42}","{}"
20230802_143626.jpg,10004772,"{}",57,7,"{""name"":""circle"",""cx"":349,""cy"":1389,""r"":25}","{}"
20230802_143626.jpg,10004772,"{}",57,8,"{""name"":""circle"",""cx"":315,""cy"":1421,""r"":36}","{}"
20230802_143626.jpg,10004772,"{}",57,9,"{""name"":""circle"",""cx"":369,""cy"":1528,""r"":31}","{}"
20230802_143626.jpg,10004772,"{}",57,10,"{""name"":""circle"",""cx"":811,""cy"":1661,""r"":44}","{}"
20230802_143626.jpg,10004772,"{}",57,11,"{""name"":""circle"",""cx"":782,""cy"":1761,""r"":38}","{}"
20230802_143626.jpg,10004772,"{}",57,12,"{""name"":""circle"",""cx"":660,""cy"":1792,""r"":28}","{}"
20230802_143626.jpg,10004772,"{}",57,13,"{""name"":""circle"",""cx"":300,""cy"":1901,""r"":31}","{}"
20230802_143626.jpg,10004772,"{}",57,14,"{""name"":""circle"",""cx"":155,""cy"":1768,""r"":26}","{}"
20230802_143626.jpg,10004772,"{}",57,15,"{""name"":""circle"",""cx"":464,""cy"":1735,""r"":28}","{}"
20230802_143626.jpg,10004772,"{}",57,16,"{""name"":""circle"",""cx"":45,""cy"":1392,""r"":23}","{}"
20230802_143626.jpg,10004772,"{}",57,17,"{""name"":""circle"",""cx"":86,""cy"":1532,""r"":30}","{}"
20230802_143626.jpg,10004772,"{}",57,18,"{""name"":""circle"",""cx"":1086,""cy"":1822,""r"":38}","{}"
20230802_143626.jpg,10004772,"{}",57,19,"{""name"":""circle"",""cx"":2664,""cy"":2517,""r"":54}","{}"
20230802_143626.jpg,10004772,"{}",57,20,"{""name"":""circle"",""cx"":2518,""cy"":2019,""r"":48}","{}"
20230802_143626.jpg,10004772,"{}",57,21,"{""name"":""circle"",""cx"":2286,""cy"":1808,""r"":53}","{}"
20230802_143626.jpg,10004772,"{}",57,22,"{""name"":""circle"",""cx"":2143,""cy"":1731,""r"":53}","{}"
20230802_143626.jpg,10004772,"{}",57,23,"{""name"":""circle"",""cx"":2067,""cy"":1747,""r"":45}","{}"
20230802_143626.jpg,10004772,"{}",57,24,"{""name"":""circle"",""cx"":3463,""cy"":1690,""r"":104.682}","{}"
20230802_143626.jpg,10004772,"{}",57,25,"{""name"":""circle"",""cx"":3175,""cy"":1469,""r"":95}","{}"
20230802_143626.jpg,10004772,"{}",57,26,"{""name"":""circle"",""cx"":2981,""cy"":1440,""r"":106}","{}"
20230802_143626.jpg,10004772,"{}",57,27,"{""name"":""circle"",""cx"":2833,""cy"":1375,""r"":92}","{}"
20230802_143626.jpg,10004772,"{}",57,28,"{""name"":""circle"",""cx"":3130,""cy"":1165,""r"":95}","{}"
20230802_143626.jpg,10004772,"{}",57,29,"{""name"":""circle"",""cx"":3061,""cy"":1025,""r"":108}","{}"
20230802_143626.jpg,10004772,"{}",57,30,"{""name"":""circle"",""cx"":2070,""cy"":65,""r"":25}","{}"
20230802_143626.jpg,10004772,"{}",57,31,"{""name"":""circle"",""cx"":1544,""cy"":69,""r"":23}","{}"
20230802_143626.jpg,10004772,"{}",57,32,"{""name"":""circle"",""cx"":1589,""cy"":133,""r"":23}","{}"
20230802_143626.jpg,10004772,"{}",57,33,"{""name"":""circle"",""cx"":1604,""cy"":91,""r"":19}","{}"
20230802_143626.jpg,10004772,"{}",57,34,"{""name"":""circle"",""cx"":1564,""cy"":187,""r"":20}","{}"
20230802_143626.jpg,10004772,"{}",57,35,"{""name"":""circle"",""cx"":1314,""cy"":180,""r"":20}","{}"
20230802_143626.jpg,10004772,"{}",57,36,"{""name"":""circle"",""cx"":1299,""cy"":269,""r"":22}","{}"
20230802_143626.jpg,10004772,"{}",57,37,"{""name"":""circle"",""cx"":1368,""cy"":360,""r"":19}","{}"
20230802_143626.jpg,10004772,"{}",57,38,"{""name"":""circle"",""cx"":1163,""cy"":552,""r"":22}","{}"
20230802_143626.jpg,10004772,"{}",57,39,"{""name"":""circle"",""cx"":1136,""cy"":488,""r"":19}","{}"
20230802_143626.jpg,10004772,"{}",57,40,"{""name"":""circle"",""cx"":898,""cy"":453,""r"":18}","{}"
20230802_143626.jpg,10004772,"{}",57,41,"{""name"":""circle"",""cx"":1060,""cy"":599,""r"":19}","{}"
20230802_143626.jpg,10004772,"{}",57,42,"{""name"":""circle"",""cx"":1049,""cy"":631,""r"":19}","{}"
20230802_143626.jpg,10004772,"{}",57,43,"{""name"":""circle"",""cx"":893,""cy"":615,""r"":18}","{}"
20230802_143626.jpg,10004772,"{}",57,44,"{""name"":""circle"",""cx"":989,""cy"":547,""r"":16}","{}"
20230802_143626.jpg,10004772,"{}",57,45,"{""name"":""circle"",""cx"":973,""cy"":511,""r"":15}","{}"
20230802_143626.jpg,10004772,"{}",57,46,"{""name"":""circle"",""cx"":485,""cy"":1621,""r"":33.887}","{}"
20230802_143626.jpg,10004772,"{}",57,47,"{""name"":""circle"",""cx"":379,""cy"":1653,""r"":27}","{}"
20230802_143626.jpg,10004772,"{}",57,48,"{""name"":""circle"",""cx"":322,""cy"":1705,""r"":28}","{}"
20230802_143626.jpg,10004772,"{}",57,49,"{""name"":""circle"",""cx"":1224,""cy"":1428,""r"":34}","{}"
20230802_143626.jpg,10004772,"{}",57,50,"{""name"":""circle"",""cx"":1205,""cy"":1450,""r"":32}","{}"
20230802_143626.jpg,10004772,"{}",57,51,"{""name"":""circle"",""cx"":1625,""cy"":1497,""r"":55}","{}"
20230802_143626.jpg,10004772,"{}",57,52,"{""name"":""circle"",""cx"":1712,""cy"":1575,""r"":55}","{}"
20230802_143626.jpg,10004772,"{}",57,53,"{""name"":""circle"",""cx"":1681,""cy"":1638,""r"":57}","{}"
20230802_143626.jpg,10004772,"{}",57,54,"{""name"":""circle"",""cx"":1185,""cy"":2077,""r"":38}","{}"
20230802_143626.jpg,10004772,"{}",57,55,"{""name"":""circle"",""cx"":3875,""cy"":2793,""r"":102}","{}"
20230802_143626.jpg,10004772,"{}",57,56,"{""name"":""circle"",""cx"":3471,""cy"":2083,""r"":79}","{}"
